1,2,3,0,0,0,0,0,1,0,5,0,0,0,6,9,0,9,0,2
1,2,3,0,0,0,0,0,1,0,5,0,0,0,6,9,0,9,0,2
1,2,3,0,0,0,0,0,1,0,5,0,0,0,6,9,0,9,0,2
1,2,3,0,0,0,0,0,1,0,5,0,0,0,6,9,0,9,0,2
1,2,3,0,0,0,0,0,1,0,5,0,0,0,6,9,0,9,0,2
1,2,3,0,0,0,0,0,1,0,5,0,0,0,6,9,0,9,0,2
1,2,3,0,0,0,0,0,1,0,5,0,0,0,6,9,0,9,0,2
1,2,3,0,0,0,0,0,1,0,5,0,0,0,6,9,0,9,0,2
1,2,3,0,0,0,0,0,1,0,5,0,0,0,6,9,0,9,0,2
1,2,3,0,0,0,0,0,1,0,5,0,0,0,6,9,0,9,0,2
1,2,3,0,0,0,0,0,1,0,5,0,0,0,6,9,0,9,0,2
1,2,3,0,0,0,0,0,1,0,5,0,0,0,6,9,0,9,0,2
1,2,3,0,0,0,0,0,1,0,5,0,0,0,6,9,0,9,0,2
1,2,3,0,0,0,0,0,1,0,5,0,0,0,6,9,0,9,0,2
1,2,3,0,0,0,0,0,1,0,5,0,0,0,6,9,0,9,0,2
1,2,3,0,0,0,0,0,1,0,5,0,0,0,6,9,0,9,0,2
1,2,3,0,0,0,0,0,1,0,5,0,0,0,6,9,0,9,0,2
1,2,3,0,0,0,0,0,1,0,5,0,0,0,6,9,0,9,0,2
1,2,3,0,0,0,0,0,1,0,5,0,0,0,6,9,0,9,0,2
1,2,3,0,0,0,0,0,1,0,5,0,0,0,6,9,0,9,0,2
